aid,name
817,HOWARD NATTER
818,NATTER NATTER
819,KAGAN BINDER PLLC
820,DAVID M ROSENBLUM
821,HOFFMANN BARON LLP
822,BINGHAM MCCUTCHEN
823,SANDRA P THOMPSON
824,ERIC J ROBINSON
825,ROBINSON INTELLECTUAL PROPERTY LAW OFFICE PC
826,ANNETTE L BADE
827,WILMER CUTLER PICKERING HALE AND DORR LLP
828,MARK KRIETZMAN ESQ
829,KILYK BOWERSOX PLLC
830,COLENE H BLANK
831,WILLIAM J DAVIS
832,IMRE BALOGH
833,JAMES B ROBINSON
834,DAVID ALBAGLI
835,STEPHEN C MACEVICZ
836,FREDRIKSON BYRON PA
837,CHARLOTTE C WILSON
838,LYNNE M BLANK
839,BIRCH STEWART KOLACH BIRCH LLP
840,DONALD R PALLADINO
841,MARSHALL MELHORN LLC
842,JEROLD I SCHNEIDER
843,STEVEN C BAUMAN
844,LAWRENCE R OREMLAND PC
845,JEFFREY L COSTELLIA
846,ELLIS VENABLE PC
847,CYNTHIA L FOULKE
848,DAVID M SIGMOND
849,MCNEES WALLACE NURICK LLP
850,DANN DORFMAN HERRELL AND SKILLMAN PC
851,MALCOLM J CHISHOLM JR
852,LINDA M DASCHERE ESQ
853,MYERS KAPLAN LLC
854,THOMAS R WILLIAMSON III
855,SUTHERLAND ASBILL BRENNAN LLP
856,STREETS STEELE
857,JEFFREY L STREETS
858,FRANK J CAMPIGOTTO
859,JAMES MAGEE JR
860,MICHAEL C POPHAL
861,SHLESINGER AKWRIGHT GARVEY LLP
862,J LANNY TUCKER
863,RAGHUNATH S MINISANDRAM
864,JESUS DEL CASTILLO
865,CESARI AND MCKENNA LLP
866,NEEDLE ROSENBERG PC
867,GRAY CARY WARE FREIDENRICH LLP
868,AMSTER ROTHSTEIN EBENSTEIN LLP
869,LICATA TYRRELL PC
870,ROBINS PASTERNAK LLP
871,THOMAS E KELLEY
872,LAWRENCE M LAVIN JR
873,ARNOLD PORTER LLP
874,INCYTE CORPORATION
875,MASON LAW PL
876,STACEY B ANTAR
877,BAKER MCKENZIE
878,THOMAS J KOWALSKI
879,JASON C FEDON
880,EDWARD R GIMMI
881,ELIAS LAMBIRIS
882,JASON GARBELL
883,EDWARDS ANGELL LLP
884,DAVID G CONLIN
885,MARLA L TOCKER
886,TESTA HURWITZ THIBEAULT LLP
887,VITA G CONFORTI
888,DIANA K SHEINESS
889,PATRICIA A PERKINS
890,STETINA BRUNDA GARRED BRUCKER
891,GENENCOR INTERNATIONAL INC
892,ULYSSES JOHN BIFFONI
893,ANDERSON KILL OLICK PC
894,SALIWANCHIK LLOYD SALIWANCHICK
895,STASIA L OGDEN
896,WILLIAM H MAY
897,D DAVID HILL
898,SHELDON MAK LLP
899,PATRICIA ANNE PERKINS
900,RICHARD S PARR
901,VALERIE J CAMARA
902,MARK R DANIEL
903,MUETING RAASCH GEBHARDT PA
904,QUINTERO LAW OFFICE
905,MARSHALLGERSTEIN BORUN LLP
906,ROB G WINKLE
907,JACQUELINE J GARNER
908,W JAMES BRADY III
909,FREDERICK J TELECKY JR
910,GREGORY R MUIR
911,RONALD P KANANEN
912,GUNNISON MCKAY HODGSON LLP
913,SERGE J HODGSON
914,J NICHOLAS GROSS
915,RABIN BERDO PC
916,MATTINGLY STANGER MALUR PC
917,BROWDY AND NEIMARK PLLC
918,JAMES L CLINGAN JR
919,KELLY M REYNOLDS
920,DALY CROWLEY MOFFORD LLP
921,JACOBSON HOLMAN
922,ROBERT L KING
923,DANIEL D HILL
924,CONNOLY BOVE LODGE HUTZ LLP
925,MYRON K WYCHE
926,SCHMEISER OLSEN WATTS
927,STEVEN CAPELLA
928,SLATER MATSIL LLP
929,MARGER JOHNSON MCCOLLOM PC
930,MICHAEL SHENKER
931,GEORGE O SAILE
932,STEPHEN B ACKERMAN
933,ROSEMARY L S PIKE
934,BURGESS BEREZNAK LLP
935,JAMES J CIOFFI
936,YINGSHENG TUNG
937,WADE JAMES BRADY III
938,PATENT LAW GROUP LLP
939,CARMEN C COOK
940,THE ECLIPSE GROUP
941,KIMMARIE VO
942,MARGARET A PEPPER
943,WILLIAM J KUBIDA
944,EUGENE J BERNARD
945,HOGAN HARTSON LLP
946,WINSTON STRAWN LLP
947,PETER ZAWILSKI
948,LISA K JORGENSON
949,BRYAN A SANTARELLI
950,GRAYBEAL JACKSON HALEY LLP
951,WILLIAM D SABO
952,SONNENSCHEIN NATH ROSENTHAL LLP
953,FLETCHER YODER
954,JOHN P TAYLOR
955,MICHAEL O SCHEINBERG
956,EVAN LAW GROUP LLC
957,WILLIAM D SABO ESQ
958,ERIC J JOHNSON
959,WILLIAM D HERRICK
960,CONOLLY BOVE LODGE HUTZ LLP
961,ARTHUR J SAMODOVITZ
962,MILES B DEARTH
963,JONATHAN L SCHUCHARDT
964,STEVEN DAVIS MILLER MOSHER LLP
965,SHERMAN SHALLOWAY
966,RICHARD E L HENDERSON
967,RAYMOND J HARMUTH
968,MUSERLIAN LUCAS AND MERCANTI LLP
969,ROBERT A KENT
970,TODD E ALBANESI
971,HOFFMAN WASSON GITLER PC
972,BERNARD LIEBERMAN
973,JEFFREY V BAMBER
974,BRAHM J CORSTANJE
975,JULIE A MCCONIHAY
976,FRANK TAFFY
977,C BRANT COOK
978,BENESCH FRIEDLANDER COPLAN ARONOFF LLP
979,GINGER R DREGER
980,JAMES A FOX
981,GIBBONS DEL DEO DOLAN GRIFFINGER AND VECCHIONE
982,BROWDY AND NEIMARK
983,STEPHEN DONOVAN
984,LAHIVE COCKFIELD LLP
985,DEANN F SMITH ESQ
986,ROBYN ADAMS
987,CRAIG MCLAUGHLIN
988,LEVIN OCONNOR
989,ST ONGE STEWARD JOHNSTON REENS LLC
990,GREGG C BROWN
991,GE EHRLICH LTD
992,SUZANNE A SPRUNGER
993,PETER C RICHARDSON
994,ALAN HESKETH
995,SUSAN M PELLEGRINO
996,ROBERT RAYMOND
997,MICHAEL MORRIS
998,PHILIP I DATLOW
999,ROBERT L BERNSTEIN
1000,GABRIEL LOPEZ
1001,ALANA G KRIEGSMAN
1002,JIANZHONG SHEN
1003,HAMILTON BROOK SMITH REYNOLDS PC
1004,BRIAN L BUCKWALTER
1005,NELSON MULLINS RILEY SCARBOROUGH LLP
1006,JAMES F HALEY JR
1007,KAREN MANGASARIAN
1008,PALAIYUR S KALYANARAMAN
1009,ROTHWELL FIGG ERNST MANBECK
1010,DAVID W EVANS
1011,EITAN PEARL LATZER COHEN ZEDEK LLP
1012,MARK S COHEN
1013,THE MORRIS LAW FIRM PC
1014,PATENT LAW OFFICES OF RICK MARTIN PC
1015,DAVID JAFFER
1016,PABST PATENT GROUP LLP
1017,CARLOS NIEVES
1018,DAVID MITCHELL GOODRICH
1019,MARIA PARRISH TUNGOL
1020,STEVEN D FLACK
1021,KATHLEEN NEUNER MANNE
1022,YEN TONG FLORCZAK
1023,DILWORTH BARRESE LLP
1024,JOSEPH C GIL
1025,ARON PREIS
1026,SWIDLER BERLIN SHEREFF FRIEDMAN LLP
1027,GERALD A BARACKA
1028,WILLIAM A HEIDRICH
1029,PETER F CORLESS
1030,CHRISTINE C ODAY
1031,PHILLIP G WOO
1032,MICHELE M TYRPAK
1033,HUDAK SHUNK FARINE CO LPA
1034,ROBERT W MULCAHY
1035,SCOTT A MCCOLLISTER
1036,MEREDITH E PALMER
1037,ALAN ZONBECK
1038,N DENISE BROWN
1039,RICHARD ARON OSMAN
1040,ELIZABETH M BARNES
1041,FOX ROTHSCHILD LLP
1042,GEORGE W JOHNSTON
1043,PATRICIA S ROCHATRAMALONI
1044,LAURELEE A DUNCAN
1045,BRIAN M BOLAM
1046,MARIANNE DRESSMAN
1047,THOMAS HAMILTON
1048,ROBERT P RAYMOND
1049,ALAN R STEMPEL
1050,MARYELLEN M DEVLIN
1051,JOHN E VICK JR
1052,MARINA V SCHNELLER
1053,LISA P FULTON
1054,THOMAS W ROY
1055,GARY F MATZ
1056,DARRYL C LITTLE
1057,EVAN J FEDERMAN
1058,NICOLE M BEELER
1059,JOHN H RUNNELS
1060,RICHARD M SHANE
1061,CAESAR RIVISE BERNSTEIN COHEN POKOTILOW LTD
1062,KRISTINA BIEKERBRADY
1063,PIONEER HIBRED INTL INC
1064,JONDLE ASSOCIATES PC
1065,RAPKIN GITLIN BEAUMONT
1066,GORDON REES LLP
1067,THOMAS C SAITTA
1068,MARK S BICKS
1069,ALFRED N GOODMAN
1070,INGRESSIA FISHER LORENZ PC
1071,SHUGHART THOMSON KILROY PC
1072,LAW OFFICE OF ROBERT M WALLACE
1073,JOHN P WHITE
1074,BROOKS KUSHMAN PC
1075,FARJAMI FARJAMI LLP
1076,PARSONS HSUE DE RUNTZ LLP
1077,SMITH PATENT OFFICE
1078,KEVIN A REIF
1079,RICHARD E KURTZ II
1080,LEXMARK INTERNATIONAL INC
1081,DIEDERIKS WHITELAW PLC
1082,SALIWANCHIK LLOYD SALIWANCHIK
1083,ROBERT M PADILLA
1084,JOHN F SCHIPPER
1085,STANLEY P FISHER ESQ
1086,JUAN CARLOS A MARQUEZ ESQ
1087,PETER K TRZYNA ESQ
1088,WALTER M DOUGLAS
1089,ADAMS WILKS
1090,WEINGARTEN SCHURGIN GAGENBIN LEBOVICI LLP
1091,JOSEPH P ABATE
1092,RAYMOND SUN
1093,JURGEN VOLLRATH
1094,WONG CABELLO LUTSCH RUTHERFORD BRUCCULERI LLP
1095,KENNETH R ALLEN
1096,FERDINAND M ROMANO
1097,DAVID G DOLEZAL
1098,WAGNER MURABITO HAO LLP
1099,THOMAS KAYDEN HORSTMEYER RISLEY
1100,BORIS G TANKHILEVICH
1101,SCHIFF HARDIN WAITE
1102,SAWYER LAW GROUP LLP
1103,PERKINS SMITH COHEN LLP
1104,JACOB N ERLICH
1105,JOHN A HAMILTON
1106,CHARLES E BERGERE
1107,STEPHEN BONGINI
1108,FLEIT KAIN GIBBONS GUTMAN BONGINI BIANCO PL
1109,JENKENS GILCHRIST PC
1110,BILL KENNEDY
1111,HAYNES BEFFEL WOLFELD LLP
1112,CALVIN WARD
1113,SUSAN C HILL
1114,CARLSON GASKEY OLDS
1115,CARLSBAD GASKEY OLDS
1116,AKERMAN SENTERFITT
1117,PEYTON C WATKINS
1118,CHOATE HALL STEWART
1119,SCOTT D WOFSY
1120,CARLO S BESSONE
1121,DAVID S SAFRAN
1122,ROBERT E BUSHNELL ESQ
1123,JAY A CHESAVAGE
1124,PROSKAUER ROSE LLP
1125,IP STRATEGY GROUP PC
1126,MCGINN GIBB PLLC
1127,KATHRYN D MARRA
1128,BAKER HOSTETLER LLP
1129,DAVID W WONG
1130,JOSEPH J LAKS
1131,DANIEL E SRAGOW
1132,LEFFERT JAY POLGLAZE PA
1133,BRUCE D RUBENSTEIN
1134,LONNIE DRAYER
1135,PATRICK STEINNON
1136,CALFEE HALTER GRISWOLD LLP
1137,VAN PELT YI LLP
1138,KEVIN P MCENANEY
1139,PAUL VINCENT
1140,THOMAS M LUNDIN
1141,KUDIRKA JOBSE LLP
1142,MICHAEL PRITZKAU
1143,PRITZKAU PATENT GROUP LLC
1144,N KENNETH BURRASTON
1145,HENRY M STANLEY
1146,MILLS ONELLO LLP
1147,LOWENSTEIN SANDLER PC
1148,SIERRA PATENT GROUP LTD
1149,MARK C PICKERING
1150,F CHAU ASSOCIATES LLC
1151,EDEL M YOUNG
1152,W ERIC WEBOSTAD
1153,JUSTIN LIU
1154,MILLS ONELLO
1155,ROTHWELL FIGG ERNST MANBECK PC
1156,LAWRENCE CHAPA
1157,NOEL F HEAL
1158,STERNE KESSLER GOLDSTEIN FOX PLLC
1159,MICHAEL J URE
1160,LEMOINE PATENT SERVICES PLLC
1161,JEFFREY C HOOD
1162,PHILIP WADSWORTH
1163,CHARLES D BROWN
1164,HOWARD H SEO
1165,SACCO ASSOCIATES PA
1166,JACK E DAY
1167,SETH Z KALSON
1168,MARTIN J MORAN
1169,CARL B HORTON ESQ
1170,J MATTHEW BUCHANAN
1171,LOUIS WOO
1172,WILLIAM MORGAN AMERSON
1173,MACMILLAN SOBANSKI TODD LLC
1174,OYEN WIGGS GREEN MUTALA
1175,KEVIN SIMONS
1176,DENNISON ASSOCIATES
1177,EDWARD W GOODMAN
1178,KURT G HAMMERLE
1179,FLOYD E IVEY
1180,LIEBLER IVEY CONNOR BERRY ST HILAIRE
1181,WELSH KRATZ LTD
1182,MCNAIR LAW FIRM PA
1183,CORT FLINT
1184,KIRK A CESARI
1185,MCANDREWS HELD MALLOY LTD
1186,PHILIP R WADSWORTH
1187,THIEN T NGUYEN
1188,SANDRA L GODSEY
1189,KOPPEL JACOBS PATRICK HEYBL
1190,SILICON EDGE LAW GROUP LLP
1191,DARIEN K WALLACE
1192,TOLER LARSON ABEL LLP
1193,MICHAEL J UXE
1194,NATHAN O JENSEN
1195,KYLE EPPELE
1196,HONEYWELL INTERNATIONAL INC
1197,ROLAND K BOWLER II
1198,CHARLES BROWN
1199,RONALD KORDICH
1200,RICHARD A DUNNING JR
1201,MARSH FISCHMANN BREYFOGLE LLP
1202,LYON HARR LLP
1203,RICHARD T LYON
1204,FLIESLER MEYER LLP
1205,KIRK HAHN
1206,ISLAND PATENT
1207,F S TIERNO
1208,DANIEL J LONG
1209,ROBERT K TENDLER
1210,BELL BOYD LLOYD
1211,MYERS DAWES ANDRAS SHERMAN LLP
1212,MCGUIREWOODS LLP
1213,ANDRE SZULWALSKI
1214,MARTINE PENILLA LLP
1215,MICHAEL E BELK
1216,FOLEY AND LARDNER LLP
1217,LUMEN INTELLECTUAL PROPERTY SERVICES INC
1218,WILLIAM S FROMMER
1219,J DENNIS MOORE
1220,THE HECKER LAW GROUP PLC
1221,SCHWABE WILLIAMSON WYATT PC
1222,MCKENNA LONG ALDRIDGE LLP
1223,GEORGE W HARTNELL LLP
1224,GREER BURNS CRAIN LTD
1225,DAVID A TUCKER
1226,DICKINSON WRIGHT PLLC
1227,RONALD D HANTMAN
1228,SUSAN S MORSE
1229,SCHNECK SCHNECK
1230,THOMAS SCHNECK
1231,MARK PROTSIK
1232,DENNIS L COOK ESQ
1233,ERIC D LEVINSON
1234,NELSON ADRIAN BLISH
1235,WILLIAM C SCHUBERT
1236,ARNOLD INTERNATIONAL
1237,BRUCE Y ARNOLD
1238,DAVID K LUCENTE
1239,DEREK J BERGER
1240,JOAN PENNINGTON
1241,DALE F REGELMAN
1242,WON TAE C KIM ESQ
1243,MILAD G SHARA ESQ
1244,ERVIN JOHNSTON
1245,DANIEL P MALLEY
1246,MARTIN A FARBER
1247,VARNDELL VARNDELL PLLC
1248,MALLOY MALLOY PA
1249,ZITO TLP
1250,JOSEPH J ZITO
1251,KENDAL M SHEETS
1252,QUARLES BRADY STREICH LANG LLP
1253,MYERS BIGEL SIBLEY SAJOVEC PA
1254,GEORGE D SAILE
1255,DOULGAS R SOHNABEL
1256,HARNESS DICKEY
1257,HORIZON IP PTE LTD
1258,LOUIS J PERCELLO
1259,GREER BURNS GRAIN LTD
1260,JIM H SALTER
1261,JESSICA W SMITH
1262,V LAWRENCE SEWELL
1263,KENT DANIELS
1264,SMITH DANAMRAJ PC
1265,RONALD O NEERINGS
1266,HARRINGTON SMITH LLP
1267,HICKMAN PALERMO TROUNG BECKER LLP
1268,WILLIAM A SCHONEMAN
1269,ROBERT D VARITZ PC
1270,EUGENE J ROSENTHAL
1271,S HOSSAIN BELADI
1272,TERRI S HUGHES
1273,LATONIA H GORDON
1274,INDIRA SALADI
1275,MATTHEW J HODULIK
1276,LEONARD C SUCHTYA ESQ
1277,JOEL WALL ESQ
1278,ROBERT D MARSHALL JR
1279,A SIDNEY JOHNSTON
1280,HARRITY SNYDER LLP
1281,WESTMAN CHAMPLIN KELLY
1282,DAVID V CARLSON
1283,BRUCE GARLICK
1284,GARLICK HARISSON MARKISON
1285,LAURIE E GATHMAN
1286,DONALD R BOYS
1287,CENTRAL COAST PATENT AGENCY INC
1288,THOMAS G FIELD III
1289,WILLIAM J BURKE
1290,WILLIAM CRAY
1291,STALLMAN POLLOCK LLP
1292,DICK BRINKMAN
1293,ANDREW CARTIN
1294,SCOTT W REID
1295,HISASHI D WATANABE
1296,BLAKELY SOKOLOFF TAYLOR ZAFMAN
1297,RYAN MASON LEWIS LLP
1298,CHRISTOPHER P MAIORANA PC
1299,SENNINGER ROGERS
1300,THELEN REID PRIEST LLP
1301,DAVID B RITCHIE
1302,ANTON J HOPEN
1303,GEORGE C RONDEAU JR
1304,BRIAN L JOHNSON
1305,DAVIS WRIGHT TREMAINE LLP
1306,DAVID VOLEJNICEK
1307,VAN DYKE GARDNER BURKHART LLP
1308,JENKINS WILSON TAYLOR PA
1309,CLAUDE AS HAMRICK
1310,JUSTIN BOYCE
1311,FELIX L FISCHER
1312,VOLENTINE FRANCOS WHITE PLLC
1313,CHRISTOPHER C DREMANN
1314,GEORGE ALMEIDA
1315,JULIO A GARCERAN
1316,DUKE W YEE
1317,JEFFREY S LABAW
1318,STEPHEN J WALDER JR
1319,JUNICHI MIMURA
1320,ROBIN BLECKER DALEY
1321,DAVID R GRAHAM
1322,MICHAEL J BOLAN
1323,BINGHAM MCCUTCHEN LLP
1324,ROBERT IANNUCCI
1325,RABINDRANATH DOTTA
1326,INCAPLAW
1327,TERRANCE A MEADOR
1328,RICHARD L SAMPSON
1329,JONATHAN D BASKIN
1330,GOTTLIEB RACKMAN REISMAN PC
1331,CHA REITER LLC
1332,MARK M FRIEDMAN
1333,OKAMOTO BENEDICTO LLP
1334,JOHN F MCCABE
1335,CARLSON CASPERS VANDENBURGH LINDQUIST
1336,EDWARD ETKIN ESQ
1337,KNOBBE MARTENS OLSON AND BEAR LLP
1338,ALTERA LAW GROUP LLC
1339,DAVID S ALAVI
1340,SCOTT R MILLER
1341,ROSS F HUNT JR
1342,JAY H MAIOLI
1343,DINSMORE SHOHL LLP
1344,CHARLES S GUENZER ESQ
1345,DAVID W BOYD
1346,MICHAEL R CAMMARATA
1347,SHAILENDRA BHUMRALKER
1348,HORACE NG
1349,FRANK J BOGACZ
1350,GUY W CHAMBERS
1351,JOHN S PANIAGUAS
1352,FILDES OUTLAND PC
1353,ROBERT D WASSON
1354,JOHN T WHELAN
1355,SHIGEHARU FURUKAWA
1356,FLIESLER DUBB MEYER LOVEJOY LLP
1357,CARLOS MUNOZBUSTAMANTE
1358,WINSTEAD SECHREST MINICK PC
1359,COATS BENNETT PLLC
1360,ELESHNER KIM LLP
1361,ROBERTS ABOKHAIR MARDULA LLC
1362,JOHN B MACINTYRE
1363,STEVEN R SANTEMA
1364,WILLIAM H BOLLMAN
1365,JIMMY GOO
1366,MATTHEW C LOPPNOW
1367,DAVID S NOSKOWICZ
1368,GLENN PATENT GROUP
1369,MICHAEL A GLENN
1370,HOWARD HOWARD
1371,THOMAS J NIKOLAI
1372,KEVIN A OLIVER
1373,FOLEY HOAG LLP
1374,SHUMAKER SIEFFERT PA
1375,GIRMA WOLDEMICHAEL
1376,PAUL H MCDOWALL
1377,BAKER MCKENZIE LLP
1378,LEE J MANDELL
1379,ANTHONY A LAURENTANO ESQ
1380,HOWISON ARNOTT LLP
1381,HAMILTON TERRILE LLP
1382,STEPHEN A TERRILE
1383,JAMES P RIEK
1384,WILLIAM ANDERSON ESQ
1385,JAMES R FRANKS
1386,TOWNSEND TOWNSEND CREW LLP
1387,MARK D BARRISH ESQ
1388,THOMAS L DERRY
1389,MURAMATSU ASSOCIATES
1390,DANIEL E MCCONNELL
1391,WILLIAM L WANG
1392,BRIGITTE JEFFERY
1393,TOM DERRY
1394,STEVEN D LUNDQUIST
1395,FINNEGAN HENDERSON FARABOW GARRETT DUNNE
1396,JUNE L BOUSCAREN
1397,MARK S LEONARDO
1398,JOSEPH P QUINN
1399,BROWN RUDNICK BERLACK ISRAELS LLP
1400,DENNIS V CARMEN
1401,BERNARD J GRAVES JR
1402,NOL KIVLIN
1403,JERRY COHEN
1404,GRAY CARY WARE FRIEDENRICH LLP
1405,HENRY T BRENDZEL
1406,NATH ASSOCIATES PLLC
1407,ANTHONY VS ENGLAND
1408,T RAO COCA
1409,FENWICK WEST LLP
1410,ROBERT SACHS
1411,MICHAEL D DOWNS
1412,LEE HAYES PLLC
1413,RALPH E JOCKE
1414,DANIEL D WASIL
1415,WALKER JOCKE
1416,RONALD REICHMAN
1417,CHARLES R MALANDRA
1418,GEORGE M MACDONALD
1419,JEANINE S RAYYARLETTS
1420,JERRY W HERNDON
1421,MARCIA L DOUBET
1422,JENKENS GILCHRIST
1423,SCOTT CHARLES RICHARDSON
1424,WILLIAM J BREEN III
1425,SUITERWEST
1426,CHRISTOPHER J KULISH
1427,SCOTT KEVIN PICKENS
1428,KEVIN D WILLS
1429,ROBERT A VOIGT JR
1430,KELLY K KORDZIK
1431,JEFFREY S LABAU
1432,TAYLOR RUSSELL RUSSELL PC
1433,ANDREW T PROKOPETZ
1434,HICKMAN PALERMO TRUONG BECKER LLP
1435,JOHN D HENKHAUS
1436,ZAGORIN OBRIEN GRAHAM LLP
1437,MARK S WILLIAMS
1438,PRIEST GOLDSTEIN PLLC
1439,GREGORY M DOUDNIKOFF
1440,CHRISTOPHER J CAPELLI
1441,CAMPBELL STEPHENSON ASCOLESE LLP
1442,MARC R ASCOLESE
1443,LEONARD C SUCHTYE ESQ
1444,ROBERT C KOWERT
1445,WILLIAM H STEINBERG
1446,ROBERT KEVIN PERKINS
1447,LEANNE J FITZGERALD
1448,JOHN M GUNTHER
1449,DOV ROSENFELD
1450,INVENTEK
1451,EDWARD J KONDRACKI
1452,PENELOPE S WILSON
1453,CHRISTOPHER WEISBERG PA
1454,STEVEN P SKABRAT
1455,GEORGE A HERBSTER
1456,VINCENT E DUFFY
1457,LUAN C DO
1458,DAVID W VICTOR
1459,TRAN ASSOCIATES
1460,ANTHONY M MARTINEZ
1461,ANTHONY V S ENGLAND
1462,RANDALL J BLUESTONE
1463,LAW OFFICES OF IMAM
1464,MARK T STARR
1465,CHARLES A JOHNSON
1466,BETH L MCMAHON
1467,LOUIS HERZBERG
1468,KODA ANDROLIA
1469,CHRISTOPHER J HAMATY
1470,LAWRENCE D CUTTER ESQ
1471,KEVIN P RADIGAN ESQ
1472,ROBERT A DIEHL
1473,DANIEL D TAGLIAFERRI
1474,FLOYD A GONZALES
1475,BRADLEY T SAKO
1476,H C CHAN
1477,DANIEL P MORRIS
1478,LEROY D MAUNU
1479,JEFFREY G SHELDON
1480,SHELDON MAK PC
1481,WILLIAM A MUNCK
1482,VOLEL EMILE
1483,WAYNE P BAILEY
1484,DILLON YUDELL LLP
1485,EDWARD A BECKER
1486,MARY HELEN SEARS
1487,RASHIDA A KARMALI
1488,ARTZ ARTZ PC
1489,CHASE LAW FIRM LC
1490,WOOD PHILLIPS KATZCLARK MORTIMER
1491,DONALD J ERSLER
1492,JOHN J WELCH JR ESQ
1493,LARSON LARSON PA
1494,HERBERT W LARSON
1495,RICK B YEAGER
1496,WALTER A HACKLER
1497,BOSE MCKINNEY EVANS LLP
1498,DAVID E HUANG ESQ
1499,LILLING LILLING PC
1500,KUSNER JAFFE
1501,LOREN DONALD PEARSON
1502,LAWRENCE J GIBNEY JR
1503,SHIMOKAJI ASSOCIATES PC
1504,COLLARD ROE P C
1505,ROBERT L SHAVER
1506,FRANK J DYKAS
1507,DYKAS SHAVER NIPPER LLP
1508,GERALD E HELGET
1509,JAMES S TAK
1510,ALAN H THOMPSON
1511,EDDIE E SCOTT
1512,KENNETH A RODDY
1513,MCGLEW AND TUTTLE PC
1514,GEORGE W WASSON
1515,ROBERT J SCHAAP
1516,LINDA FLEWELLEN GOULD
1517,JAMES RAY ASSOCIATES
1518,BUCKINGHAM DOOLITTLE BURROUGHS LLP
1519,STURM FIX LLP
1520,MICHAEL R NICHOLS
1521,DARLENE P CONDRA
1522,BRIAN C TRASK
1523,MARTIN FLEIT
1524,PAUL D BIANCO
1525,MARK HOMER
1526,CHRISTENSEN OCONNOR
1527,JOHNSON KINDNESS PLLC
1528,EDWARD M LIVINGSTON
1529,ANGELA M MILLER
1530,THE LIVINGSTON FIRM
1531,DONALD R SCHOONOVER
1532,HESLIN ROTHENBURG FARLEY MESITI PC
1533,MARY LOUISE GIOENI ESQ
1534,CHARLES J PRESCOTT
1535,LARRY J HUME
1536,RICHARD C CONOVER
1537,ZIOLKOWSKI PATENT SOLUTIONS GROUP LLC
1538,MOLLY D MCKAY
1539,GARDNER CARTON DOUGLAS LLP
1540,MYRON GREENSPAN ESQ
1541,LACKENBACH SIEGEL LLP
1542,THOMAS B RYAN
1543,BRIAN B SHAW ESQ
1544,HARTER SECREST EMERY LLP
1545,WARREN COMSTOCK
1546,PATRICK K PATNODE
1547,CHRISTIAN G CABOU
1548,GARY M NATH
1549,MARVIN C BERKOWITZ
1550,SPENCER T SMITH
1551,DAVID C PURDUE
1552,JOHN C PURDUE
1553,JEFFREY E SEMPREBON
1554,C ROBERT RHODES
1555,CRAIG H POPALIS
1556,JOHN F COLLIGAN
1557,ROBERT O RICE
1558,STEPHEN KREFMAN
1559,CAROLINE WEIBERK
1560,KIM W ZERBY
1561,FEIFEI CHAO
1562,TAKEUCHI TAKEUCHI
1563,KEITH FRANTZ
1564,YONGZHI YANG
1565,MARIANNE FUIERER
1566,STEVEN J HULTQUIST
1567,KURT S MYERS
1568,MOLLY L SAUTER
1569,MICHAEL R HUBER
1570,MUELLER AND SMITH LPA
1571,ROBERT BOSCH GMBH
1572,STANDLEY LAW GROUP LLP
1573,BOWDITCH DEWEY LLP
1574,MATHEW LUXTON
1575,LYNDANNE M WHALEN
1576,RICHARD M MESCHER
1577,PORTER WRIGHT
1578,DEAN B WATSON
1579,JENNIFER M BRUMBAUGH
1580,MICK A NYLANDER
1581,BRIJ K AGARWAL
1582,MCHALE SLAVIN PA
1583,RUDOLFO SIEGESMUND
1584,F LINDSEY SCOTT
1585,WELSH FLAXMAN LLC
1586,ALAN P KLEIN
1587,CAHILL VON HELLENS GLAZER PLC
1588,LESLIE C HODGES
1589,JOHN S HALE
1590,GIPPLE HALE
1591,CARRIER BLACKMAN ASSOCIATES PC
1592,WILLIAM D BLACKMAN
1593,JOSEPH P CARRIER
1594,TREXLER BUSHNELL GIANGIORGI BLACKSTONE MARR LTD
1595,GROSSMAN FLIGHT LLC
1596,WILMER CUTLER PICKERING
1597,W ALLEN MARCONTELL
1598,WOODARD EMHARDT MORIARTY MCNETT HENRY LLP
1599,LEWIS BRISBOIS BISGAARD SMITH LLP
1600,KARL HORMANN
1601,KRIEG DEVAULT LUNDY LLP
1602,STEPHEN M DE KLERK
1603,WILLIAM S DORMAN
1604,HEIMBECHER ASSOC LLC
1605,TERRY M GERNSTEIN
1606,DEVINE MILLIMET BRANCH
1607,PAUL C REMMS
1608,MICHELLE SAQUET TEMPLE
1609,CHARLES W STEWART
1610,BROWN MICHAELS PC
1611,JOHN J CHEEK
1612,PROCOPIO CORY HARGREAVES SAVITCH
1613,DIANA D BREHOB
1614,SUSAN L LUKASIK
1615,DENNIS KELLY SULLIVAN
1616,JEFFREY P CALFA
1617,ALLAN J LIPPA
1618,GOTTLIEB RACKMAN REISMAN
1619,LAURA M HAGAN
1620,KERRICK STIVERS COYLE
1621,FRED C HERNANDEZ
1622,STEPHANIE L SEIDMAN
1623,DENNIS P CLARKE
1624,ROBERT KINBERG
1625,JOHN V STEWART
1626,JAMES A JUBINSKY
1627,FRAN WASSERMAN
1628,CLAIRE M SCHULTZ
1629,GRANT E POLLACK
1630,MARK L MOLLON
1631,JACOB EISENBERG
1632,SIEMENS AG
1633,ROBERT C HALDIMAN
1634,DAVID A CHAMBERS
1635,MONTY L ROSS
1636,WOODLING KROST AND RUST
1637,BROWNING BUSHMAN
1638,SOFER HAROUN LLP
1639,ROBERT A MCCANN
